Area, AMOEBA, Value
1359, 0, 36.8
1360, 0, 35.8
1361, 1, 40.1
1362, 1, 41.1
1363, 1, 40.6
1364, 258, 38.4
1365, 0, 35.0
1366, 0, 34.7
1367, 258, 38.1
1368, 258, 38.2
1369, 92, 39.7
1370, 258, 39.0
1371, 1, 41.0
1372, -22, 26.9
1373, 1, 44.1
1374, 1, 42.4
1375, 0, 35.1
1376, -85, 32.5
1377, 0, 38.5
1378, 1, 43.5
1379, 1, 40.9
1380, 258, 38.3
1381, 0, 37.0
1382, 0, 37.8
1383, 0, 35.1
1384, -148, 34.2
1385, 0, 36.8
1386, 258, 39.0
1387, 258, 39.3
1388, 1, 40.8
1389, -66, 33.9
1390, 1, 42.7
1391, 0, 33.8
1392, 258, 39.0
1393, 0, 36.6
1394, 0, 36.0
1395, 1, 42.4
1396, 0, 35.4
1397, 1, 41.4
1398, 258, 38.9
1399, 1, 40.3
1400, 1, 44.3
1401, 1, 39.6
1402, 0, 37.8
1403, 1, 40.0
1404, 0, 34.1
1405, 258, 38.9
1406, 258, 38.4
1407, 0, 37.0
1408, 258, 38.1
1409, 0, 36.6
1410, 258, 38.5
1411, 0, 34.0
1412, 92, 44.9
1413, 1, 45.1
1414, 1, 42.0
1415, 258, 38.6
1416, 0, 31.6
1417, 92, 41.5
1418, -262, 31.6
1419, 0, 34.8
1420, 1, 42.4
1421, 0, 36.6
1422, 0, 36.4
1423, 258, 38.3
1424, 0, 36.9
1425, 1, 40.4
1426, 1, 42.6
1427, 1, 39.9
1428, 258, 39.1
1429, 1, 45.1
1430, 1, 49.4
1431, 0, 38.1
1432, 0, 39.4
1433, 1, 40.0
1434, 0, 35.1
1435, 258, 39.5
1436, 0, 36.1
1437, 92, 40.4
1438, 92, 42.4
1439, 0, 35.8
1440, 92, 40.6
1441, 0, 36.3
1442, 92, 41.2
1443, 258, 39.2
1444, 258, 38.4
1445, 92, 40.5
1446, 1, 40.0
1447, 1, 40.5
1448, -11, 27.7
1449, 0, 36.6
1450, 258, 38.1
1451, 92, 42.6
1452, 1, 41.2
1453, 1, 42.7
1454, 0, 37.0
1455, 1, 42.3
1456, 1, 43.8
1457, 258, 38.9
1458, 0, 36.8
1459, 0, 35.2
1460, 0, 37.1
1461, 258, 39.4
1462, 0, 36.1
1463, 0, 41.0
1464, 1, 46.4
1465, -115, 28.6
1466, 0, 37.7
1467, 0, 34.7
1468, 92, 43.1
1469, 258, 38.5
1470, 0, 39.1
1471, 258, 39.0
1472, -44, 31.1
1473, 44, 41.0
1474, 258, 39.7
1475, 0, 37.6
1476, 0, 37.5
1477, 0, 36.9
1478, 0, 35.3
1479, 0, 35.5
1480, 258, 38.3
1481, 1, 41.6
1482, 12, 42.6
1483, 188, 42.7
1484, 0, 34.9
1485, 258, 38.6
1486, 0, 36.6
1487, 0, 37.3
1488, 258, 40.2
1489, 1, 42.6
1490, 258, 38.1
1491, 0, 37.5
1492, 0, 34.9
1493, 12, 44.2
1494, 1, 39.7
1495, 0, 36.4
1496, 12, 42.3
1497, 1, 41.5
1498, 258, 39.4
1499, 258, 40.1
1500, 1, 39.6
1501, 0, 34.4
1502, 0, 36.3
1503, 12, 41.6
1504, 0, 36.8
1505, -66, 27.4
1506, -66, 31.8
1507, 258, 39.2
1508, 258, 38.0
1509, -1, 32.5
1510, -7, 25.4
1511, -66, 33.0
1512, 0, 35.3
1513, -7, 33.5
1514, 0, 35.3
1515, 1, 40.7
1516, 0, 36.8
1517, -269, 31.8
1518, 0, 39.9
1519, 1, 44.8
1520, 1, 45.1
1521, 0, 34.1
1522, -44, 34.6
1523, -44, 34.0
1524, 44, 44.4
1525, -269, 35.2
1526, -22, 32.2
1527, 258, 38.9
1528, 0, 36.9
1529, 258, 38.4
1530, -44, 33.7
1531, 44, 47.1
1532, 258, 38.1
1533, 258, 37.9
1534, 258, 38.7
1535, 0, 37.5
1536, 258, 38.0
1537, 258, 39.2
1538, 1, 42.5
1539, 258, 41.7
1540, 258, 39.7
1541, 92, 40.0
1542, -11, 28.8
1543, 0, 37.4
1544, 44, 41.2
1545, 1, 44.1
1546, 0, 37.4
1547, 258, 39.7
1548, 1, 43.7
1549, 1, 47.6
1550, 1, 43.5
1551, 258, 39.5
1552, 258, 40.2
1553, -85, 32.8
1554, 258, 38.2
1555, 258, 37.9
1556, 0, 37.8
1557, 0, 34.4
1558, 0, 39.0
1559, -85, 32.4
1560, 258, 38.4
1561, -1, 25.7
1562, -1, 28.2
1563, -1, 32.8
1564, -1, 30.0
1565, 0, 35.7
1566, 1, 47.1
1567, 1, 39.8
1568, 0, 35.8
1569, 0, 37.2
1570, -11, 33.6
1571, -66, 29.7
1572, -2, 30.5
1573, 258, 38.5
1574, 258, 39.5
1575, 1, 42.6
1576, 0, 37.1
1577, 0, 36.5
1578, -2, 30.0
1579, -2, 30.0
1580, -7, 28.7
1581, 1, 42.9
1582, 258, 37.9
1583, 1, 40.7
1584, 0, 37.8
1585, 0, 35.5
1586, 0, 37.2
1587, 0, 37.4
1588, 0, 36.0
1589, 258, 38.8
1590, 258, 37.9
1591, 0, 37.7
1592, -1, 29.1
1593, 258, 38.0
1594, -234, 34.0
1595, -2, 26.4
1596, -2, 26.8
1597, -2, 27.6
1598, 1, 39.9
1599, 1, 46.6
1600, 1, 41.1
1601, 0, 34.3
1602, 0, 34.7
1603, -7, 26.0
1604, 0, 33.1
1605, -2, 26.6
1606, 0, 39.7
1607, 1, 41.6
1608, 0, 36.5
1609, 1, 44.4
1610, 0, 37.0
1611, 1, 43.3
1612, 1, 43.3
1613, 258, 39.6
1614, 92, 40.1
1615, 92, 40.8
1616, 0, 36.4
1617, 92, 44.2
1618, 258, 38.3
1619, 1, 40.1
1620, 0, 35.1
1621, 258, 39.1
1622, 0, 37.7
1623, 1, 41.7
1624, 1, 41.2
1625, 0, 39.1
1626, 0, 38.5
1627, 0, 33.3
1628, 0, 37.2
1629, 258, 39.3
1630, 0, 35.9
1631, -1, 32.6
1632, 258, 38.8
1633, 0, 35.0
1634, 258, 39.5
1635, 92, 42.0
1636, 92, 40.9
1637, 0, 35.9
1638, 0, 42.3
1639, 0, 38.2
1640, 0, 38.1
1641, 0, 42.0
1642, 0, 37.1
1643, -7, 30.1
1644, -7, 30.3
1645, -85, 30.5
1646, 92, 40.7
1647, 258, 38.3
1648, 0, 37.4
1649, 0, 35.4
1650, 92, 44.5
1651, 0, 37.7
1652, 0, 36.6
1653, 0, 37.6
1654, -44, 32.2
1655, 258, 38.8
1656, 258, 38.8
1657, 0, 37.6
1658, 92, 39.7
1659, 1, 40.1
1660, 92, 40.2
1661, 92, 43.5
1662, 258, 38.7
1663, -91, 35.0
1664, 0, 36.2
1665, -91, 33.1
1666, 0, 36.5
1667, -44, 33.1
1668, 258, 40.6
1669, 258, 39.3
1670, 258, 38.7
1671, 92, 43.4
1672, 92, 41.5
1673, 1, 42.4
1674, 92, 40.1
1675, 0, 37.2
1676, 92, 41.2
1677, 92, 40.5
1678, 1, 40.4
1679, 0, 33.8
1680, 0, 37.4
1681, -7, 26.4
1682, 258, 40.0
1683, 258, 39.1
1684, 0, 37.0
1685, 258, 38.4
1686, 92, 39.8
1687, 0, 37.4
1688, 1, 42.0
1689, 1, 39.8
1690, 1, 41.1
1691, 1, 43.1
1692, 1, 44.1
1693, 1, 45.2
1694, 1, 43.0
1695, 44, 45.2
1696, 0, 28.2
1697, -1, 32.5
1698, 0, 40.3
1699, 258, 38.5
1700, 92, 40.0
1701, 1, 40.0
1702, 258, 40.3
1703, 1, 43.9
1704, 1, 52.2
1705, 1, 41.9
1706, 1, 47.0
1707, 1, 40.1
1708, 0, 37.5
1709, 0, 36.6
1710, 0, 37.6
1711, 1, 41.4
1712, 0, 34.5
1713, 92, 42.1
1714, 0, 37.8
1715, 1, 41.5
1716, 1, 40.9
1717, 1, 44.3
1718, 0, 37.2
1719, 258, 38.2
1720, 0, 36.3
1721, 0, 36.9
1722, 1, 42.9
1723, 0, 37.3
1724, 258, 40.0
1725, 0, 37.4
1726, 92, 41.6
1727, 92, 41.4
1728, 1, 42.4
1729, 258, 39.2
1730, -1, 30.5
1731, 0, 35.6
1732, 0, 37.3
1733, 0, 37.2
1734, 0, 37.8
1735, 0, 35.8
1736, 258, 38.9
1737, 258, 39.0
1738, 1, 40.0
1739, 1, 41.2
1740, 0, 35.7
1741, 0, 38.8
1742, 0, 33.2
1743, 1, 45.1
1744, 258, 38.1
1745, 1, 39.8
1746, 0, 36.7
1747, 1, 44.9
1748, -221, 31.0
1749, 0, 35.4
1750, 0, 35.7
1751, 0, 36.0
1752, 0, 36.8
1753, 0, 34.2
1754, 0, 35.0
1755, 258, 38.1
1756, 1, 39.6
1757, 0, 36.7
1758, -129, 35.1
1759, 0, 35.8
1760, 92, 43.2
1761, 92, 41.7
1762, 92, 40.3
1763, 0, 34.9
1764, 0, 35.0
1765, 1, 47.5
1766, 0, 35.9
1767, 92, 40.4
1768, 258, 39.1
1769, 0, 37.2
1770, 0, 35.5
1771, -7, 29.8
1772, 12, 48.8
1773, 12, 41.5
1774, 0, 35.8
1775, 258, 38.7
1776, 1, 40.8
1777, 1, 41.7
1778, 0, 37.7
1779, -7, 28.5
1780, -7, 33.2
1781, 1, 39.6
1782, 258, 39.0
1783, 258, 39.5
1784, 258, 42.6
1785, 1, 41.8
1786, 0, 33.5
1787, 0, 37.0
1788, 92, 40.1
1789, 258, 38.7
1790, 1, 42.8
1791, 1, 40.5
1792, 92, 40.9
1793, 92, 41.5
1794, 1, 40.3
1795, 258, 39.5
1796, 0, 36.8
1797, 258, 40.3
1798, 0, 36.3
1799, 0, 35.8
1800, 1, 40.8
1801, 92, 41.2
1802, 0, 33.8
1803, 0, 37.2
1804, 0, 36.7
1805, 258, 38.5
1806, 258, 40.4
1807, 0, 34.8
1808, 0, 41.8
1809, 12, 42.1
1810, 258, 38.0
1811, 258, 38.6
1812, 0, 35.7
1813, 0, 36.2
1814, 0, 37.8
1815, -2, 28.1
1816, -2, 31.6
1817, -2, 30.3
1818, 0, 38.6
1819, 258, 38.6
1820, 1, 41.7
1821, 0, 36.0
1822, 0, 36.0
1823, 1, 41.1
1824, 0, 36.1
1825, 258, 40.6
1826, 1, 40.8
1827, 0, 37.1
1828, 0, 40.0
1829, 0, 37.6
1830, 258, 39.5
1831, 258, 40.0
1832, 0, 37.5
1833, 258, 42.7
1834, 258, 39.4
1835, 12, 42.6
1836, 0, 37.3
1837, 1, 39.8
1838, 1, 43.9
1839, 0, 43.2
1840, -148, 33.3
1841, 258, 42.8
1842, 258, 39.1
1843, 0, 37.8
1844, 258, 39.3
1845, 1, 43.8
1846, 0, 38.8
1847, -262, 33.8
1848, -91, 34.7
1849, 0, 34.6
1850, 1, 43.4
1851, 258, 42.0
1852, 258, 38.4
1853, 1, 41.7
1854, 0, 35.6
1855, 0, 36.1
1856, 0, 40.6
1857, 258, 39.6
1858, 258, 40.5
1859, 0, 35.1
1860, 0, 33.4
1861, 0, 36.9
1862, 0, 39.8
1863, 0, 33.1
1864, 0, 34.2
1865, 0, 36.2
1866, 1, 44.8
1867, 0, 36.7
1868, 1, 42.7
1869, 0, 33.2
1870, 44, 41.5
1871, 258, 38.6
1872, 258, 39.5
1873, 92, 40.0
1874, 0, 34.8
1875, 0, 36.3
1876, 1, 42.8
1877, 1, 44.6
1878, 0, 33.3
1879, -22, 25.9
1880, 92, 40.4
1881, 0, 36.6
1882, 258, 39.2
1883, 1, 43.5
1884, 0, 37.0
1885, -22, 29.5
1886, 0, 34.8
1887, 0, 38.5
1888, 0, 36.2
1889, 0, 35.0
1890, -234, 31.2
1891, 0, 35.1
1892, 1, 40.6
1893, 0, 36.7
1894, 1, 48.6
1895, 1, 44.0
1896, 258, 38.4
1897, 258, 38.3
1898, -11, 32.8
1899, 258, 38.4
1900, 258, 39.5
1901, 258, 39.2
1902, 1, 42.1
1903, 258, 39.5
1904, 1, 40.7
1905, 1, 40.5
1906, 1, 41.4
1907, 1, 41.5
1908, 0, 35.5
1909, 0, 37.2
1910, 0, 37.2
1911, 258, 39.0
1912, 258, 38.9
1913, -11, 28.7
1914, -11, 31.4
1915, 258, 39.4
1916, 0, 35.5
1917, 258, 38.6
1918, 258, 39.1
1919, 92, 40.6
1920, 0, 36.1
1921, 0, 35.5
1922, 1, 44.8
1923, 0, 37.6
1924, 0, 40.1
1925, 0, 37.2
1926, 92, 39.8
1927, 258, 38.7
1928, 92, 41.6
1929, 258, 39.2
1930, 92, 40.2
1931, 0, 37.2
1932, 0, 36.6
1933, 258, 38.6
1934, 1, 39.8
1935, 258, 38.6
1936, 1, 39.8
1937, 0, 37.4
1938, 258, 38.9
1939, 1, 40.3
1940, 92, 41.7
1941, 92, 41.7
1942, 258, 38.1
1943, 92, 42.8
1944, 92, 42.5
1945, 0, 37.3
1946, -1, 31.9
1947, -1, 32.5
1948, -2, 31.3
1949, -2, 26.9
1950, -115, 30.7
1951, 0, 37.1
1952, 0, 34.0
1953, 0, 27.9
1954, 258, 39.5
1955, 92, 44.9
1956, 258, 38.2
1957, 92, 41.8
1958, 0, 37.7
1959, 92, 43.3
1960, 0, 37.7
1961, 1, 42.3
1962, 258, 38.8
1963, 258, 38.7
1964, 1, 42.2
1965, 1, 45.2
1966, 1, 42.7
1967, 1, 43.6
1968, 0, 37.6
1969, 0, 37.2
1970, 1, 41.2
1971, 258, 38.1
1972, 258, 39.0
1973, 258, 38.2
1974, 258, 39.5
1975, 92, 40.4
1976, 1, 43.6
1977, 1, 40.5
1978, 1, 40.8
1979, -7, 29.4
1980, 0, 37.1
1981, 0, 36.5
1982, 0, 37.8
1983, 258, 38.3
1984, 92, 40.5
1985, -7, 30.7
1986, 1, 40.7
1987, 258, 40.4
1988, -7, 27.9
1989, 0, 35.5
1990, 0, 37.2
1991, 0, 33.3
1992, 92, 40.0
1993, -7, 28.0
1994, 1, 44.8
1995, 1, 44.8
1996, 1, 44.0
1997, 1, 44.0
1998, 1, 42.8
1999, 258, 38.5
2000, 0, 36.3
2001, 1, 41.4
2002, 1, 40.2
2003, 1, 44.9
2004, 1, 43.5
2005, -1, 30.8
2006, 1, 42.9
2007, 1, 39.8
2008, 1, 40.9
2009, 1, 44.3
2010, 0, 34.9
2011, 0, 37.4
2012, 258, 39.1
2013, 1, 41.2
2014, -1, 34.1
2015, 1, 43.0
2016, 0, 34.8
2017, 1, 44.5
2018, 92, 40.0
2019, 0, 29.4
2020, -7, 32.0
2021, 0, 37.8
2022, -11, 30.4
2023, 258, 38.4
2024, 258, 38.9
2025, 0, 36.7
2026, 258, 39.4
2027, 0, 34.3
2028, 0, 36.6
2029, 0, 35.9
2030, 0, 37.8
2031, 0, 36.3
2032, 0, 37.8
2033, 1, 40.7
2034, 0, 36.7
2035, 92, 42.3
2036, 0, 35.8
2037, -234, 33.2
2038, 0, 34.6
2039, 0, 36.6
2040, 0, 37.2
2041, -44, 30.0
2042, 0, 32.6
2043, -11, 33.8
2044, 0, 35.4
2045, -7, 28.3
2046, 0, 35.1
2047, 258, 38.5
2048, 258, 38.2
2049, 258, 39.5
2050, -129, 31.3
2051, 1, 40.3
2052, 92, 43.0
2053, 0, 35.3
2054, 0, 32.8
2055, 0, 37.8
2056, -7, 30.7
2057, -7, 31.1
2058, 92, 40.9
2059, 92, 44.2
2060, 92, 39.9
2061, 0, 36.2
2062, 1, 51.0
2063, 0, 38.5
2064, -7, 26.5
2065, 0, 35.9
2066, 15, 46.2
2067, 258, 41.3
2068, 44, 45.3
2069, -1, 30.5
2070, -1, 33.8
2071, -7, 32.3
2072, 0, 37.5
2073, 0, 34.2
2074, 0, 34.9
2075, 0, 35.9
2076, -11, 26.7
2077, -11, 32.2
2078, 1, 41.0
2079, 258, 38.1
2080, 258, 39.3
2081, 0, 36.8
2082, 0, 37.2
2083, 1, 40.3
2084, 0, 36.8
2085, -234, 34.0
2086, 0, 38.2
2087, 92, 40.9
2088, 92, 42.6
2089, 0, 38.5
2090, 0, 38.3
2091, 1, 41.0
2092, 258, 40.8
2093, 0, 37.3
2094, 0, 37.8
2095, 0, 37.8
2096, 0, 37.3
2097, 0, 36.5
2098, 92, 40.6
2099, 0, 37.2
2100, 0, 33.1
2101, 1, 42.6
2102, 1, 40.9
2103, 258, 38.3
2104, 0, 36.8
2105, 258, 38.5
2106, 92, 40.6
2107, 92, 43.3
2108, 0, 36.9
2109, 0, 37.2
2110, 0, 36.8
2111, 0, 39.3
2112, 1, 39.8
2113, 0, 36.8
2114, 0, 37.7
2115, 0, 37.2
2116, 0, 37.8
2117, 258, 38.6
2118, 92, 40.3
2119, 92, 41.2
2120, 0, 35.1
2121, 0, 36.6
2122, 1, 40.1
2123, 0, 37.3
2124, 1, 40.3
2125, 0, 36.8
2126, 0, 35.8
2127, 258, 39.5
2128, 44, 42.4
2129, 92, 42.8
2130, 92, 43.9
2131, 1, 43.6
2132, 0, 36.4
2133, 1, 40.3
2134, 44, 44.0
2135, 44, 46.9
2136, 0, 36.1
2137, 0, 38.1
2138, 0, 34.5
2139, 258, 38.7
2140, -7, 32.9
2141, 0, 31.6
2142, 258, 40.5
2143, 258, 41.3
2144, 258, 40.1
2145, -11, 29.1
2146, -7, 24.5
2147, 0, 42.2
2148, 92, 41.1
2149, 0, 36.0
2150, 92, 41.0
2151, 258, 39.6
2152, 0, 34.3
2153, 0, 35.3
2154, 258, 42.1
2155, 44, 43.4
2156, 0, 32.6
2157, 92, 45.0
2158, 258, 39.6
2159, 92, 44.5
2160, 1, 39.7
2161, 258, 38.9
2162, 1, 41.5
2163, 258, 39.0
2164, 1, 42.4
2165, 0, 35.1
2166, 0, 40.1
2167, 0, 37.1
2168, 0, 35.9
2169, 258, 39.4
2170, 0, 32.4
2171, 0, 36.7
2172, 258, 38.3
2173, 258, 38.6
2174, 1, 39.8
2175, 1, 41.2
2176, 1, 42.8
2177, 258, 38.2
2178, 258, 39.2
2179, 0, 37.0
2180, 1, 42.6
2181, 0, 31.7
2182, 258, 38.6
2183, 0, 38.1
2184, 258, 38.5
2185, 1, 40.1
2186, 258, 39.5
2187, 1, 44.9
2188, 258, 39.5
2189, 1, 41.8
2190, -1, 31.3
2191, -66, 26.5
2192, 1, 43.0
2193, 1, 43.1
2194, -2, 29.6
2195, -2, 30.6
2196, -2, 27.9
2197, -7, 30.6
2198, 0, 38.3
2199, 258, 39.4
2200, 1, 41.5
2201, 1, 43.1
2202, 92, 41.3
2203, 0, 37.7
2204, 1, 41.2
2205, -1, 31.1
2206, -66, 27.6
2207, -66, 34.7
2208, 0, 32.7
2209, 92, 40.7
2210, 92, 43.4
2211, 258, 41.8
2212, 0, 35.7
2213, 258, 38.0
2214, 0, 37.5
2215, 0, 34.8
2216, 0, 35.8
2217, 0, 34.9
2218, 258, 41.8
2219, 1, 41.5
2220, 1, 41.3
2221, -1, 32.8
2222, 1, 42.3
2223, 92, 39.9
2224, 0, 32.9
2225, 0, 35.2
2226, 0, 36.7
2227, -2, 24.9
2228, 0, 37.8
2229, 0, 40.9
2230, 0, 38.2
2231, 0, 36.6
2232, 92, 44.3
2233, 0, 36.6
2234, 1, 40.3
2235, 258, 37.9
2236, 0, 36.6
2237, 0, 35.4
2238, 1, 42.3
2239, 0, 36.0
2240, 1, 44.6
2241, 1, 42.7
2242, -7, 27.1
2243, 44, 45.7
2244, 258, 39.3
2245, 258, 39.3
2246, 258, 43.5
2247, 1, 40.3
2248, 1, 43.0
2249, 0, 32.9
2250, 0, 36.9
2251, 258, 38.8
2252, 0, 36.3
2253, 258, 39.5
2254, 258, 38.5
2255, -7, 32.9
2256, 0, 33.9
2257, -234, 34.0
2258, -2, 21.1
2259, -2, 24.6
2260, 0, 44.2
2261, 258, 38.7
2262, 0, 37.9
2263, -269, 35.2
2264, 44, 46.5
2265, 1, 41.2
2266, 1, 39.9
2267, 1, 41.8
2268, 258, 38.1
2269, 12, 47.7
2270, 1, 44.1
2271, 258, 38.6
2272, 258, 39.4
2273, 92, 40.8
2274, 258, 37.9
2275, 92, 40.5
2276, 258, 38.1
2277, -44, 31.8
2278, 258, 40.4
2279, 12, 44.9
2280, 0, 37.8
2281, 0, 36.3
2282, 0, 36.7
2283, 92, 43.8
2284, 258, 39.0
2285, 0, 34.1
2286, 1, 43.7
2287, 0, 37.5
2288, -44, 33.5
2289, 258, 38.3
2290, 258, 40.2
2291, 0, 37.8
2292, 92, 42.0
2293, 20, 45.8
2294, 258, 42.0
2295, -1, 32.1
2296, 1, 39.8
2297, 0, 36.0
2298, 1, 40.1
2299, 1, 43.2
2300, -1, 29.6
2301, 0, 34.2
2302, 258, 39.7
2303, 0, 35.4
2304, 0, 38.3
2305, 0, 31.1
2306, -7, 29.3
2307, 0, 37.8
2308, 258, 40.5
2309, 0, 36.0
2310, 1, 41.4
2311, 1, 47.1
2312, 1, 42.9
2313, 0, 34.3
2314, 0, 36.2
2315, -159, 29.7
2316, 0, 38.7
2317, 0, 38.7
2318, 0, 45.4
2319, 0, 36.7
2320, 1, 42.6
2321, 0, 32.2
2322, 258, 39.2
2323, 1, 41.6
2324, 0, 33.2
2325, 0, 35.3
2326, 92, 40.5
2327, 258, 38.9
2328, 0, 35.7
2329, 258, 41.1
2330, 92, 39.7
2331, 258, 39.2
2332, 258, 40.9
2333, 1, 42.6
2334, 258, 39.4
2335, 92, 40.1
2336, 258, 38.7
2337, 258, 38.0
2338, 258, 38.6
2339, 258, 38.2
2340, 258, 41.1
2341, 0, 36.1
2342, 1, 40.0
2343, 1, 40.6
2344, 1, 41.4
2345, 1, 44.3
2346, 0, 37.6
2347, 92, 41.5
2348, 258, 40.5
2349, 0, 35.4
2350, 1, 40.9
2351, 258, 38.2
2352, 1, 40.6
2353, 1, 43.3
2354, 1, 41.0
2355, 0, 37.2
2356, 0, 34.7
2357, 258, 38.7
2358, 258, 40.7
2359, 92, 40.4
2360, 92, 41.2
2361, 1, 40.0
2362, 258, 39.4
2363, 1, 42.8
2364, 1, 40.7
2365, 1, 44.2
2366, 1, 41.4
2367, 0, 36.3
2368, 1, 46.1
2369, -22, 31.5
2370, -7, 32.7
2371, 258, 39.5
2372, 1, 40.6
2373, 1, 44.1
2374, 1, 43.4
2375, 1, 46.0
2376, 1, 44.5
2377, 92, 40.2
2378, 92, 41.4
2379, 258, 38.0
2380, 1, 41.4
2381, 1, 40.5
2382, 1, 41.6
2383, 1, 44.4
2384, 258, 39.6
2385, 0, 35.0
2386, 0, 38.2
2387, 1, 42.9
2388, 258, 39.5
2389, 1, 47.5
2390, 1, 41.4
2391, -221, 34.6
2392, 1, 42.4
2393, 1, 43.7
2394, 92, 40.7
2395, 92, 42.6
2396, 1, 49.8
2397, 1, 41.7
2398, -11, 33.3
2399, -234, 34.5
2400, 0, 35.0
2401, -12, 28.1
2402, -85, 33.1
2403, 0, 34.7
2404, 1, 45.0
2405, 1, 45.5
2406, 1, 41.6
2407, 1, 42.3
2408, 258, 39.4
2409, 258, 39.2
2410, 0, 35.1
2411, 0, 35.9
2412, 0, 37.6
2413, 1, 42.8
2414, 0, 36.7
2415, 92, 40.1
2416, 258, 38.9
2417, 92, 41.1
2418, 0, 35.3
2419, 92, 40.2
2420, 258, 38.1
2421, 92, 40.0
2422, 92, 40.2
2423, 0, 37.6
2424, 0, 36.3
2425, 0, 34.9
2426, 1, 50.0
2427, 92, 41.4
2428, 1, 42.0
2429, 0, 36.6
2430, 258, 39.2
2431, 92, 41.4
2432, 258, 39.5
2433, 0, 37.0
2434, 92, 41.0
2435, 0, 37.3
2436, -44, 33.5
2437, 258, 38.4
2438, 258, 39.1
2439, 1, 40.5
2440, 12, 41.3
2441, 258, 38.7
2442, 1, 40.1
2443, 258, 38.6
2444, 92, 40.6
2445, 92, 39.7
2446, 92, 41.4
2447, 258, 38.9
2448, -44, 34.1
2449, -44, 32.5
2450, 0, 38.0
2451, 258, 40.9
2452, 258, 39.3
2453, 0, 37.6
2454, 1, 43.3
2455, -7, 28.9
2456, 1, 45.5
2457, 0, 43.0
2458, 0, 37.0
2459, 1, 40.7
2460, 0, 34.8
2461, 1, 39.9
2462, 258, 38.4
2463, 1, 40.6
2464, 258, 38.9
2465, 0, 35.8
2466, 1, 40.5
2467, 0, 39.4
2468, 0, 36.8
2469, 258, 38.2
2470, 92, 40.4
2471, -1, 32.0
2472, 0, 35.4
2473, 1, 42.3
2474, 1, 39.8
2475, 1, 41.3
2476, -282, 32.7
2477, 0, 35.8
2478, 258, 38.7
2479, 1, 44.4
2480, 1, 48.7
2481, 1, 39.6
2482, 258, 38.7
2483, 0, 36.5
2484, 258, 39.2
2485, 1, 45.6
2486, 0, 37.8
2487, 0, 36.9
2488, -7, 26.7
2489, -66, 30.3
2490, 12, 46.1
2491, 258, 39.4
2492, 0, 35.5
2493, 258, 38.2
2494, 0, 36.1
2495, 0, 37.6
2496, 0, 35.5
2497, 0, 39.4
2498, 0, 34.3
2499, 0, 36.3
2500, 1, 41.1
2501, 92, 42.4
2502, 258, 38.7
2503, 258, 39.2
2504, 0, 37.5
2505, 258, 39.5
2506, 92, 42.3
2507, 1, 42.0
2508, 1, 40.9
2509, -2, 25.0
2510, -2, 31.9
2511, 258, 41.7
2512, 44, 42.0
2513, 0, 37.3
2514, 1, 40.7
2515, 92, 40.4
2516, 92, 40.0
2517, 0, 36.9
2518, 1, 42.0
2519, 0, 36.4
2520, 0, 34.2
2521, 1, 47.1
2522, -234, 33.5
2523, 1, 43.6
2524, -11, 30.9
2525, 0, 37.4
2526, 1, 41.3
2527, 92, 40.7
2528, -262, 33.5
2529, 0, 37.8
2530, 258, 38.5
2531, 0, 37.8
2532, 92, 40.7
2533, 92, 41.0
2534, 92, 40.5
2535, 0, 35.0
2536, 1, 40.0
2537, 0, 37.6
2538, 92, 40.1
2539, 1, 39.7
2540, 0, 35.5
2541, 0, 34.2
2542, 0, 36.7
2543, 1, 41.0
2544, 0, 37.5
2545, 1, 40.2
2546, 258, 38.3
2547, -262, 35.5
2548, 0, 37.7
2549, 0, 36.9
2550, 92, 39.9
2551, 258, 39.9
2552, 258, 39.4
2553, 0, 36.5
2554, -11, 31.6
2555, 0, 34.7
2556, 0, 37.0
2557, 0, 35.7
2558, 258, 37.9
2559, 1, 45.5
2560, 92, 40.0
2561, 258, 38.9
2562, 0, 37.1
2563, 0, 35.6
2564, 0, 35.3
2565, 1, 40.5
2566, 0, 38.1
2567, 1, 43.8
2568, 258, 39.4
2569, 92, 40.7
2570, 0, 36.0
2571, -44, 26.3
2572, 0, 37.4
2573, 258, 38.0
2574, 0, 37.8
2575, 258, 38.9
2576, 92, 41.2
2577, 258, 39.2
2578, 92, 43.3
2579, 1, 44.2
2580, 92, 42.5
2581, -44, 30.7
2582, 1, 43.6
2583, 1, 41.6
2584, -2, 25.2
2585, 92, 40.1
2586, 92, 41.8
2587, 92, 40.3
2588, -7, 31.2
2589, 0, 35.5
2590, 0, 35.3
2591, 0, 34.4
2592, -129, 34.7
2593, 1, 41.3
2594, 1, 39.6
2595, 258, 38.3
2596, 0, 37.2
2597, 0, 35.8
2598, 0, 35.5
2599, 258, 40.5
2600, 258, 39.0
2601, 92, 41.3
2602, 92, 41.3
2603, 258, 38.5
2604, 92, 40.3
2605, 1, 41.8
2606, 1, 40.8
2607, 0, 35.2
2608, 258, 38.3
2609, 1, 39.8
2610, -11, 32.9
2611, 258, 39.1
2612, 1, 40.2
2613, 0, 43.0
2614, 258, 39.5
2615, 1, 41.3
2616, 1, 41.9
2617, 0, 28.3
2618, 0, 41.8
2619, 1, 44.5
2620, 1, 43.2
2621, 0, 36.6
2622, 1, 44.0
2623, 1, 41.5
2624, 92, 41.4
2625, 0, 36.7
2626, 92, 43.1
2627, 0, 37.6
2628, 258, 38.5
2629, 1, 42.3
